
    🐼丨央视频道,#genre#
    安徽卫视,http://111.20.35.103:6610/000000001000/1000000001000020780/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=00
    黑龙江卫视,http://111.20.35.103:6610/000000001000/1000000001000001925/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001925&livemode=1&stbId=00
    河北卫视,http://111.20.35.103:6610/000000001000/1000000002000017118/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017118&livemode=1&stbId=00
    河南卫视,http://111.20.35.103:6610/000000001000/7304224304099543804/index.m3u8?channel-id=ystenlive&Contentid=7304224304099543804&livemode=1&stbId=00
    东南卫视,http://111.20.35.103:6610/000000001000/1000000002000009263/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=00
    辽宁卫视,http://111.20.35.103:6610/000000001000/1000000002000024033/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024033&livemode=1&stbId=00
    江西卫视,http://111.20.35.103:6610/000000001000/1000000001000013731/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013731&livemode=1&stbId=00
    广西卫视,http://111.20.35.103:6610/000000001000/1000000002000019837/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019837&livemode=1&stbId=00
    山西卫视,http://111.20.35.103:6610/000000001000/1000000002000021220/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021220&livemode=1&stbId=00
    陕西卫视,http://111.20.35.103:6610/000000001000/1000000002000007495/index.m3u8?channel-id=ystenlive&Contentid=1000000002000007495&livemode=1&stbId=00
    海南卫视,http://111.20.35.103:6610/000000001000/7899627377857656087/index.m3u8?channel-id=ystenlive&Contentid=7899627377857656087&livemode=1&stbId=00
    云南卫视,http://111.20.35.103:6610/000000001000/1000000002000024694/index.m3u8?channel-id=ystenlive&Contentid=1000000002000024694&livemode=1&stbId=00
    吉林卫视,http://111.20.35.103:6610/000000001000/6042486520432105075/index.m3u8?channel-id=ystenlive&Contentid=6042486520432105075&livemode=1&stbId=00
    贵州卫视,http://111.20.35.103:6610/000000001000/1000000002000003169/index.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=00

    青海卫视,http://111.20.35.103:6610/000000001000/1000000002000013359/index.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=00
    内蒙古卫视,http://111.20.35.103:6610/000000001000/5559214655508729688/index.m3u8?channel-id=ystenlive&Contentid=5559214655508729688&livemode=1&stbId=00
    宁夏卫视,http://111.20.35.103:6610/000000001000/7527747602951312973/index.m3u8?channel-id=ystenlive&Contentid=7527747602951312973&livemode=1&stbId=00
    甘肃卫视,http://111.20.35.103:6610/000000001000/1000000002000017827/index.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=00
    新疆卫视,http://111.20.35.103:6610/000000001000/5802765535081445534/index.m3u8?channel-id=ystenlive&Contentid=5802765535081445534&livemode=1&stbId=00
    西藏卫视,http://111.20.35.103:6610/000000001000/6603041244077933770/index.m3u8?channel-id=ystenlive&Contentid=6603041244077933770&livemode=1&stbId=00

    江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
    广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
    四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
    湖南卫视,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
    浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
    东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
    北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
    天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
    辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
    安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
    黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
    广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
    深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
    湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
    吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
    山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
    江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
    河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
    河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
    甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
    重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
    东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
    云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
    贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
    海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
    北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
    湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225799/index.m3u8
  
    江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225800/index.m3u8
    浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225798/index.m3u8
    东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225797/index.m3u8
    安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
    黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
    辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
    深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8
    广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225803/index.m3u8
    湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
    浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
    北京卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
    香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
    香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
    黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
    河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
    山西卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
    海南卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
    宁夏卫视,https://hls.ningxiahuangheyun.com/tv/nxws.m3u8
    西藏卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?
   
    山东卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
    河北卫视,http://121.24.98.39:8090/hls/25/index.m3u8
    北京卫视,http://121.24.98.39:8090/hls/32/index.m3u8
    天津卫视,http://121.24.98.39:8090/hls/33/index.m3u8
    河南卫视,http://121.24.98.39:8090/hls/34/index.m3u8
    山西卫视,http://121.24.98.39:8090/hls/35/index.m3u8
    东南卫视,http://121.24.98.39:8090/hls/36/index.m3u8
    吉林卫视,http://121.24.98.39:8090/hls/37/index.m3u8
    江苏卫视,http://121.24.98.39:8090/hls/38/index.m3u8
    山东卫视,http://121.24.98.39:8090/hls/39/index.m3u8
    贵州卫视,http://121.24.98.39:8090/hls/40/index.m3u8
    云南卫视,http://121.24.98.39:8090/hls/41/index.m3u8
    黑龙江卫视,http://121.24.98.39:8090/hls/42/index.m3u8
    内蒙古卫视,http://121.24.98.39:8090/hls/43/index.m3u8
    宁夏卫视,http://121.24.98.39:8090/hls/49/index.m3u8
    江西卫视,http://121.24.98.39:8090/hls/55/index.m3u8
    湖南卫视,http://121.24.98.39:8090/hls/56/index.m3u8
    湖北卫视,http://121.24.98.39:8090/hls/57/index.m3u8
    四川卫视,http://121.24.98.39:8090/hls/58/index.m3u8
    辽宁卫视,http://121.24.98.39:8090/hls/59/index.m3u8
    新疆卫视,http://121.24.98.39:8090/hls/61/index.m3u8
    重庆卫视,http://121.24.98.39:8090/hls/78/index.m3u8
    浙江卫视,http://121.24.98.39:8090/hls/79/index.m3u8
    安徽卫视,http://121.24.98.39:8090/hls/81/index.m3u8
    广东卫视,http://121.24.98.39:8090/hls/82/index.m3u8
   
    深圳卫视,http://121.24.98.39:8090/hls/84/index.m3u8
    广西卫视,http://121.24.98.39:8090/hls/85/index.m3u8
    陕西卫视,http://121.24.98.39:8090/hls/86/index.m3u8
    深圳卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
    湖北卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8
    天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225765/index.m3u8
    海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
    重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8
    贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
    青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
    青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
    浙江卫视,http://221.2.36.34:8888/newlive/live/hls/24/live.m3u8
    浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
    江苏卫视,http://221.2.36.34:8888/newlive/live/hls/22/live.m3u8
    江西卫视,http://221.2.36.34:8888/newlive/live/hls/48/live.m3u8
    广东卫视,http://221.2.36.34:8888/newlive/live/hls/21/live.m3u8
    广西卫视,http://222.71.90.218:8888/newlive/live/hls/40/live.m3u8
    安徽卫视,http://221.2.36.34:8888/newlive/live/hls/25/live.m3u8
    北京卫视,http://221.2.36.34:8888/newlive/live/hls/19/live.m3u8
    北京卫视,http://222.71.90.218:8888/newlive/live/hls/18/live.m3u8
    天津卫视,http://221.2.36.34:8888/newlive/live/hls/42/live.m3u8
    天津卫视,http://222.71.90.218:8888/newlive/live/hls/32/live.m3u8
    东方卫视,http://221.2.36.34:8888/newlive/live/hls/20/live.m3u8
    东方卫视,http://222.71.90.218:8888/newlive/live/hls/19/live.m3u8
    山东卫视,http://221.2.36.34:8888/newlive/live/hls/30/live.m3u8
    山东卫视,http://222.71.90.218:8888/newlive/live/hls/26/live.m3u8
    湖北卫视,http://221.2.36.34:8888/newlive/live/hls/34/live.m3u8
    湖北卫视,http://222.71.90.218:8888/newlive/live/hls/27/live.m3u8
    湖南卫视,http://222.71.90.218:8888/newlive/live/hls/22/live.m3u8
    重庆卫视,http://221.2.36.34:8888/newlive/live/hls/31/live.m3u8
    青海卫视,http://221.2.36.34:8888/newlive/live/hls/39/live.m3u8
   
    青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=2dee6a651676210262
   
    贵州卫视,http://124.223.92.77/daili.php?/migu/783845222
    浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
    浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?k
    浙江卫视,http://221.213.43.82:8888/newlive/live/hls/24/live.m3u8
    深圳卫视,http://221.213.43.82:8888/newlive/live/hls/28/live.m3u8
    深圳卫视,http://111.59.63.32:9901/tsfile/live/1033_1.m3u8
    北京卫视,http://221.213.43.82:8888/newlive/live/hls/19/live.m3u8
    天津卫视,http://111.59.63.32:9901/tsfile/live/1047_1.m3u8
    广东卫视,http://221.213.43.82:8888/newlive/live/hls/21/live.m3u8
    湖北卫视,http://111.59.63.32:9901/tsfile/live/1044_1.m3u8
    四川卫视,http://111.59.63.32:9901/tsfile/live/1029_1.m3u8
    四川卫视,http://221.213.43.82:8888/newlive/live/hls/32/live.m3u8
    山东卫视,http://221.213.43.82:8888/newlive/live/hls/30/live.m3u8
    河南卫视,http://221.213.43.82:8888/newlive/live/hls/33/live.m3u8
    河北卫视,http://221.213.43.82:8888/newlive/live/hls/45/live.m3u8
    陕西卫视,http://221.213.43.82:8888/newlive/live/hls/41/live.m3u8
    江西卫视,http://111.59.63.32:9901/tsfile/live/1042_1.m3u8
    海南卫视,http://221.213.43.82:8888/newlive/live/hls/50/live.m3u8
    黑龙江卫视,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
    云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
    广西卫视,http://221.213.43.82:8888/newlive/live/hls/26/live.m3u8
    贵州卫视,http://221.213.43.82:8888/newlive/live/hls/29/live.m3u8
    甘肃卫视,http://221.213.43.82:8888/newlive/live/hls/36/live.m3u8
    宁夏卫视,http://111.59.63.32:9901/tsfile/live/1040_1.m3u8
    青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
    
    深圳卫视,http://222.71.90.218:8888/newlive/live/hls/24/live.m3u8
    浙江卫视,http://222.71.90.218:8888/newlive/live/hls/20/live.m3u8
    云南卫视,http://222.71.90.218:8888/newlive/live/hls/39/live.m3u8
    安徽卫视,http://222.71.90.218:8888/newlive/live/hls/28/live.m3u8
    新疆卫视,http://222.71.90.218:8888/newlive/live/hls/47/live.m3u8
    东南卫视,http://222.71.90.218:8888/newlive/live/hls/29/live.m3u8
    宁夏卫视,http://222.71.90.218:8888/newlive/live/hls/42/live.m3u8
    内蒙古卫视,http://222.71.90.218:8888/newlive/live/hls/46/live.m3u8
    陕西卫视,http://222.71.90.218:8888/newlive/live/hls/45/live.m3u8
    湖南卫视,http://221.213.43.82:8888/newlive/live/hls/23/live.m3u8
    东方卫视,http://221.213.43.82:8888/newlive/live/hls/20/live.m3u8
    西藏卫视,http://222.71.90.218:8888/newlive/live/hls/44/live.m3u8
    江苏卫视,http://221.213.43.82:8888/newlive/live/hls/22/live.m3u8
    辽宁卫视,http://222.71.90.218:8888/newlive/live/hls/31/live.m3u8
    重庆卫视,http://221.213.43.82:8888/newlive/live/hls/31/live.m3u8
    天津卫视,http://221.213.43.82:8888/newlive/live/hls/42/live.m3u8
    江西卫视,http://222.71.90.218:8888/newlive/live/hls/30/live.m3u8
    安徽卫视,http://221.213.43.82:8888/newlive/live/hls/25/live.m3u8
    江苏卫视,http://222.71.90.218:8888/newlive/live/hls/21/live.m3u8
    青海卫视,http://222.71.90.218:8888/newlive/live/hls/43/live.m3u8
    山西卫视,http://221.213.43.82:8888/newlive/live/hls/48/live.m3u8
    广东卫视,http://222.71.90.218:8888/newlive/live/hls/23/live.m3u8
    山西卫视,http://111.59.63.32:9901/tsfile/live/1046_1.m3u8
    江西卫视,http://221.213.43.82:8888/newlive/live/hls/46/live.m3u8
    海南卫视,http://221.2.36.34:8888/newlive/live/hls/47/live.m3u8
    黑龙江卫视,http://221.213.43.82:8888/newlive/live/hls/44/live.m3u8
    辽宁卫视,http://115.149.139.141:10001/tsfile/live/1028_1.m3u8
    辽宁卫视,http://221.213.43.82:8888/newlive/live/hls/43/live.m3u8
    吉林卫视,http://221.213.43.82:8888/newlive/live/hls/35/live.m3u8
    云南卫视,http://221.213.43.82:8888/newlive/live/hls/27/live.m3u8
    云南卫视,http://221.2.36.34:8888/newlive/live/hls/27/live.m3u8
    黑龙江卫视,http://222.71.90.218:8888/newlive/live/hls/25/live.m3u8
    广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
    宁夏卫视,http://221.213.43.82:8888/newlive/live/hls/40/live.m3u8
    青海卫视,http://221.213.43.82:8888/newlive/live/hls/39/live.m3u8
    西藏卫视,http://221.213.43.82:8888/newlive/live/hls/37/live.m3u8
    内蒙古卫视,http://221.213.43.82:8888/newlive/live/hls/49/live.m3u8
    内蒙古卫视,http://111.59.63.32:9901/tsfile/live/1038_1.m3u8
    吉林卫视,http://222.71.90.218:8888/newlive/live/hls/41/live.m3u8
    山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
    西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
    浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
    兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
    上虞频道,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
    余姚频道,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
    浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
    江苏卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
    深圳卫视,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
    北京卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
    黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
    
    云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
    青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
    
    东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
    浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
    四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
    重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
    安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
    天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
    山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
    山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
    东南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225766/index.m3u8
    海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
    厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
    河南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225767/index.m3u8
    湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
    河北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
    湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
    辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
    黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
    吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
    广西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
    江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8
    江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
    深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
    广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
    
    北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
    云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
    贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
    宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
    甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
    西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
   
    新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
    兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
    内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
    陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8

